rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data
1608810897789165956,,0,,1608810897,573163205,"""dock_ir_link""","[0, 0, 0]"
1608810897789263528,,1,,1608810897,592031307,"""dock_ir_link""","[0, 0, 0]"
1608810897789275722,,2,,1608810897,614098645,"""dock_ir_link""","[0, 0, 0]"
1608810897789292424,,3,,1608810897,633736291,"""dock_ir_link""","[0, 0, 0]"
1608810897789300500,,4,,1608810897,656719612,"""dock_ir_link""","[0, 0, 0]"
1608810897817205637,,5,,1608810897,676282288,"""dock_ir_link""","[0, 0, 0]"
1608810897817256357,,6,,1608810897,694747825,"""dock_ir_link""","[0, 0, 0]"
1608810897817270639,,7,,1608810897,715190603,"""dock_ir_link""","[0, 0, 0]"
1608810897817277362,,8,,1608810897,734921015,"""dock_ir_link""","[0, 0, 0]"
1608810897817307757,,9,,1608810897,755364960,"""dock_ir_link""","[0, 0, 0]"
1608810897817317658,,10,,1608810897,776201262,"""dock_ir_link""","[0, 0, 0]"
1608810897817337071,,11,,1608810897,794983892,"""dock_ir_link""","[0, 0, 0]"
1608810897817363448,,12,,1608810897,815738514,"""dock_ir_link""","[0, 0, 0]"
1608810897846970089,,13,,1608810897,837383156,"""dock_ir_link""","[0, 0, 0]"
1608810897878907806,,14,,1608810897,855041227,"""dock_ir_link""","[0, 0, 0]"
1608810897878915618,,15,,1608810897,874918079,"""dock_ir_link""","[0, 0, 0]"
1608810897901781354,,16,,1608810897,895655198,"""dock_ir_link""","[0, 0, 0]"
1608810897926400112,,17,,1608810897,918152814,"""dock_ir_link""","[0, 0, 0]"
1608810897926407099,,18,,1608810897,936536671,"""dock_ir_link""","[0, 0, 0]"
1608810897959559006,,19,,1608810897,955498998,"""dock_ir_link""","[0, 0, 0]"
1608810897983837650,,20,,1608810897,979318373,"""dock_ir_link""","[0, 0, 0]"
1608810897983884896,,21,,1608810897,994296461,"""dock_ir_link""","[0, 0, 0]"
1608810898000403901,,22,,1608810898,14291746,"""dock_ir_link""","[0, 0, 0]"
1608810898031515788,,23,,1608810898,35490638,"""dock_ir_link""","[0, 0, 0]"
1608810898045641456,,24,,1608810898,54434286,"""dock_ir_link""","[0, 0, 0]"
1608810898061199953,,25,,1608810898,74477989,"""dock_ir_link""","[0, 0, 0]"
1608810898088892304,,26,,1608810898,94394213,"""dock_ir_link""","[0, 0, 0]"
1608810898108789805,,27,,1608810898,114426539,"""dock_ir_link""","[0, 0, 0]"
1608810898125873358,,28,,1608810898,134432319,"""dock_ir_link""","[0, 0, 0]"
1608810898142288353,,29,,1608810898,155418843,"""dock_ir_link""","[0, 0, 0]"
1608810898159643470,,30,,1608810898,175567564,"""dock_ir_link""","[0, 0, 0]"
1608810898192866423,,31,,1608810898,195453449,"""dock_ir_link""","[0, 0, 0]"
1608810898226506427,,32,,1608810898,215481691,"""dock_ir_link""","[0, 0, 0]"
1608810898252606353,,33,,1608810898,236962380,"""dock_ir_link""","[0, 0, 0]"
1608810898252650360,,34,,1608810898,256430530,"""dock_ir_link""","[0, 0, 0]"
1608810898289826794,,35,,1608810898,277160929,"""dock_ir_link""","[0, 0, 0]"
1608810898289904718,,36,,1608810898,296438007,"""dock_ir_link""","[0, 0, 0]"
1608810898319871521,,37,,1608810898,316509423,"""dock_ir_link""","[0, 0, 0]"
1608810898344134127,,38,,1608810898,336626054,"""dock_ir_link""","[0, 0, 0]"
1608810898369967991,,39,,1608810898,357022440,"""dock_ir_link""","[0, 0, 0]"
1608810898370051985,,40,,1608810898,376446834,"""dock_ir_link""","[0, 0, 0]"
1608810898399697834,,41,,1608810898,396384353,"""dock_ir_link""","[0, 0, 0]"
1608810898423300699,,42,,1608810898,417425136,"""dock_ir_link""","[0, 0, 0]"
1608810898456763643,,43,,1608810898,438059561,"""dock_ir_link""","[0, 0, 0]"
1608810898456782381,,44,,1608810898,457364059,"""dock_ir_link""","[0, 0, 0]"
1608810898476578528,,45,,1608810898,476515116,"""dock_ir_link""","[0, 0, 0]"
1608810898517210154,,46,,1608810898,496432798,"""dock_ir_link""","[0, 0, 0]"
1608810898517316131,,47,,1608810898,516332394,"""dock_ir_link""","[0, 0, 0]"
1608810898536685295,,48,,1608810898,537397390,"""dock_ir_link""","[0, 0, 0]"
1608810898565272336,,49,,1608810898,557532400,"""dock_ir_link""","[0, 0, 0]"
1608810898594904368,,50,,1608810898,579002878,"""dock_ir_link""","[0, 0, 0]"
1608810898594925767,,51,,1608810898,597226283,"""dock_ir_link""","[0, 0, 0]"
1608810898613727918,,52,,1608810898,617233813,"""dock_ir_link""","[0, 0, 0]"
1608810898637615426,,53,,1608810898,640567181,"""dock_ir_link""","[0, 0, 0]"
1608810898668223268,,54,,1608810898,661490111,"""dock_ir_link""","[0, 0, 0]"
1608810898686942610,,55,,1608810898,680667714,"""dock_ir_link""","[0, 0, 0]"
1608810898687114911,,56,,1608810898,697667668,"""dock_ir_link""","[0, 0, 0]"
1608810898737666772,,57,,1608810898,717906528,"""dock_ir_link""","[0, 0, 0]"
1608810898737712429,,58,,1608810898,737224446,"""dock_ir_link""","[0, 0, 0]"
1608810898761470236,,59,,1608810898,757257647,"""dock_ir_link""","[0, 0, 0]"
1608810898782106286,,60,,1608810898,780346266,"""dock_ir_link""","[0, 0, 0]"
1608810898822737692,,61,,1608810898,800425266,"""dock_ir_link""","[0, 0, 0]"
1608810898850954228,,62,,1608810898,818326035,"""dock_ir_link""","[0, 0, 0]"
1608810898851084178,,63,,1608810898,839925451,"""dock_ir_link""","[0, 0, 0]"
1608810898871514237,,64,,1608810898,860993947,"""dock_ir_link""","[0, 0, 0]"
1608810898871635549,,65,,1608810898,878067705,"""dock_ir_link""","[0, 0, 0]"
1608810898888251681,,66,,1608810898,899513972,"""dock_ir_link""","[0, 0, 0]"
1608810898926467691,,67,,1608810898,919363684,"""dock_ir_link""","[0, 0, 0]"
1608810898959598525,,68,,1608810898,938151848,"""dock_ir_link""","[0, 0, 0]"
1608810898959618175,,69,,1608810898,958611536,"""dock_ir_link""","[0, 0, 0]"
1608810898983356383,,70,,1608810898,978489545,"""dock_ir_link""","[0, 0, 0]"
1608810899003066824,,71,,1608810898,998633015,"""dock_ir_link""","[0, 0, 0]"
1608810899017364145,,72,,1608810899,18194799,"""dock_ir_link""","[0, 0, 0]"
1608810899050632430,,73,,1608810899,40507447,"""dock_ir_link""","[0, 0, 0]"
1608810899071166691,,74,,1608810899,59608611,"""dock_ir_link""","[0, 0, 0]"
1608810899071221617,,75,,1608810899,79250905,"""dock_ir_link""","[0, 0, 0]"
1608810899101632663,,76,,1608810899,99688121,"""dock_ir_link""","[0, 0, 0]"
1608810899122666855,,77,,1608810899,117476863,"""dock_ir_link""","[0, 0, 0]"
1608810899146724266,,78,,1608810899,137203462,"""dock_ir_link""","[0, 0, 0]"
1608810899146757787,,79,,1608810899,156973819,"""dock_ir_link""","[0, 0, 0]"
1608810899171722983,,80,,1608810899,178015467,"""dock_ir_link""","[0, 0, 0]"
1608810899187626421,,81,,1608810899,198327246,"""dock_ir_link""","[0, 0, 0]"
1608810899211226552,,82,,1608810899,217880276,"""dock_ir_link""","[0, 0, 0]"
1608810899229737942,,83,,1608810899,237876419,"""dock_ir_link""","[0, 0, 0]"
1608810899249098627,,84,,1608810899,257877231,"""dock_ir_link""","[0, 0, 0]"
1608810899277669968,,85,,1608810899,277920341,"""dock_ir_link""","[0, 0, 0]"
1608810899289154981,,86,,1608810899,298917940,"""dock_ir_link""","[0, 0, 0]"
1608810899308021358,,87,,1608810899,317958427,"""dock_ir_link""","[0, 0, 0]"
1608810899380341061,,88,,1608810899,337942319,"""dock_ir_link""","[0, 0, 0]"
1608810899408678366,,89,,1608810899,357914542,"""dock_ir_link""","[0, 0, 0]"
1608810899408692483,,90,,1608810899,377868679,"""dock_ir_link""","[0, 0, 0]"
1608810899408711583,,91,,1608810899,397840027,"""dock_ir_link""","[0, 0, 0]"
1608810899440886957,,92,,1608810899,420629044,"""dock_ir_link""","[0, 0, 0]"
1608810899440931141,,93,,1608810899,440545842,"""dock_ir_link""","[0, 0, 0]"
1608810899467865593,,94,,1608810899,460068825,"""dock_ir_link""","[0, 0, 0]"
1608810899491217998,,95,,1608810899,480704407,"""dock_ir_link""","[0, 0, 0]"
1608810899491281342,,96,,1608810899,500027565,"""dock_ir_link""","[0, 0, 0]"
1608810899512692723,,97,,1608810899,520128143,"""dock_ir_link""","[0, 0, 0]"
1608810899530226268,,98,,1608810899,541040270,"""dock_ir_link""","[0, 0, 0]"
1608810899550696096,,99,,1608810899,560963777,"""dock_ir_link""","[0, 0, 0]"
1608810899575210120,,100,,1608810899,580127368,"""dock_ir_link""","[0, 0, 0]"
1608810899599985770,,101,,1608810899,600094923,"""dock_ir_link""","[0, 0, 0]"
1608810899633303868,,102,,1608810899,620226714,"""dock_ir_link""","[0, 0, 0]"
1608810899633326841,,103,,1608810899,639949522,"""dock_ir_link""","[0, 0, 0]"
1608810899651368932,,104,,1608810899,660477753,"""dock_ir_link""","[0, 0, 0]"
1608810899669462555,,105,,1608810899,681051199,"""dock_ir_link""","[0, 0, 0]"
1608810899704388048,,106,,1608810899,701028381,"""dock_ir_link""","[0, 0, 0]"
1608810899725372331,,107,,1608810899,721050780,"""dock_ir_link""","[0, 0, 0]"
1608810899755120168,,108,,1608810899,740276506,"""dock_ir_link""","[0, 0, 0]"
1608810899755154198,,109,,1608810899,760469557,"""dock_ir_link""","[0, 0, 0]"
1608810899776970585,,110,,1608810899,781059048,"""dock_ir_link""","[0, 0, 0]"
1608810899800588498,,111,,1608810899,801072402,"""dock_ir_link""","[0, 0, 0]"
1608810899828951266,,112,,1608810899,820971989,"""dock_ir_link""","[0, 0, 0]"
1608810899850977165,,113,,1608810899,841671748,"""dock_ir_link""","[0, 0, 0]"
1608810899850991420,,114,,1608810899,860914977,"""dock_ir_link""","[0, 0, 0]"
1608810899878069348,,115,,1608810899,883353645,"""dock_ir_link""","[0, 0, 0]"
1608810899907784287,,116,,1608810899,901169807,"""dock_ir_link""","[0, 0, 0]"
1608810899927906662,,117,,1608810899,922735374,"""dock_ir_link""","[0, 0, 0]"
1608810899927914574,,118,,1608810899,941284323,"""dock_ir_link""","[0, 0, 0]"
1608810899976149066,,119,,1608810899,961094937,"""dock_ir_link""","[0, 0, 0]"
1608810900009182963,,120,,1608810899,981661674,"""dock_ir_link""","[0, 0, 0]"
1608810900009207444,,121,,1608810900,865813,"""dock_ir_link""","[0, 0, 0]"
1608810900044484808,,122,,1608810900,20831610,"""dock_ir_link""","[0, 0, 0]"
1608810900044517591,,123,,1608810900,40918760,"""dock_ir_link""","[0, 0, 0]"
1608810900114548375,,124,,1608810900,61757364,"""dock_ir_link""","[0, 0, 0]"
1608810900135558394,,125,,1608810900,83424729,"""dock_ir_link""","[0, 0, 0]"
1608810900135568084,,126,,1608810900,102205290,"""dock_ir_link""","[0, 0, 0]"
