rosbagTimestamp,linear,x,y,z,angular,x,y,z
1608810900796468990,,0.199990790981,0.0,0.0,,0.0,0.0,0.0109639898789
1608810900994066644,,0.19999662859,0.0,0.0,,0.0,0.0,0.00663259717429
1608810901236328570,,0.199998939638,0.0,0.0,,0.0,0.0,0.00371041663269
1608810901519599415,,0.199999736957,0.0,0.0,,0.0,0.0,0.00186891607713
1608810901793934159,,0.199982957466,0.0,0.0,,0.0,0.0,0.0149197181924
1608810902053274039,,0.199957554201,0.0,0.0,,0.0,0.0,0.0235430628872
1608810902314587883,,0.199995142905,0.0,0.0,,0.0,0.0,-0.00796687910692
1608810902555183886,,0.199998899595,0.0,0.0,,0.0,0.0,0.00378377893485
1608810902858392657,,0.199996918503,0.0,0.0,,0.0,0.0,0.0063378579922
1608810903128588127,,0.199961732299,0.0,0.0,,0.0,0.0,0.0223545697587
1608810903386456253,,0.199990348121,0.0,0.0,,0.0,0.0,0.0112246969133
1608810903650622876,,0.199977126305,0.0,0.0,,0.0,0.0,0.0172815312565
1608810903893097713,,0.199998680399,0.0,0.0,,0.0,0.0,0.0041536646854
1608810904200875257,,0.199999298547,0.0,0.0,,0.0,0.0,0.00301174766232
1608810904458303907,,0.19999886947,0.0,0.0,,0.0,0.0,0.00383283798749
1608810904707130231,,0.19999967089,0.0,0.0,,0.0,0.0,-0.00208716365431
1608810904968292040,,0.199997614389,0.0,0.0,,0.0,0.0,-0.00558917304955
1608810905218701337,,0.171694240993,0.0,0.0,,0.0,0.0,-0.0279622618939
1608810905485439243,,0.127216316075,0.0,0.0,,0.0,0.0,-0.0522077795869
1608810905742960163,,0.0938278909757,0.0,0.0,,0.0,0.0,-0.167099187347
1608810906000674936,,0.0824042815996,0.0,0.0,,0.0,0.0,-0.30048870032
1608810906249565815,,0.0826915732237,0.0,0.0,,0.0,0.0,-0.423246512447
1608810906531468216,,0.0834252328173,0.0,0.0,,0.0,0.0,-0.494167254118
1608810906770663540,,0.0858059491115,0.0,0.0,,0.0,0.0,-0.529013181287
1608810907029256611,,0.10325512122,0.0,0.0,,0.0,0.0,-0.56353917655
1608810907275482383,,0.114814767283,0.0,0.0,,0.0,0.0,-0.580930547261
1608810907561236729,,0.104709899134,0.0,0.0,,0.0,0.0,-0.571267493422
1608810907809811228,,0.0481194839003,0.0,0.0,,0.0,0.0,-0.58045498818
1608810908084679121,,0.0413547759851,0.0,0.0,,0.0,0.0,-0.501245280535
1608810908314095531,,0.0247763368761,0.0,0.0,,0.0,0.0,-0.351210104401
1608810908622101846,,0.0226240802561,0.0,0.0,,0.0,0.0,-0.269046386379
1608810908889992332,,0.0287986943384,0.0,0.0,,0.0,0.0,-0.238022202262
1608810909339294637,,0.0293048889769,0.0,0.0,,0.0,0.0,-0.160194515629
1608810909421477889,,0.0263383183264,0.0,0.0,,0.0,0.0,-0.0685364348511
1608810909730811977,,0.00626965200266,0.0,0.0,,0.0,0.0,0.0403726611943
1608810909990820355,,0.0181993608081,0.0,0.0,,0.0,0.0,0.15892133758
1608810910256230558,,0.0215939178007,0.0,0.0,,0.0,0.0,0.271885150101
1608810910527747211,,0.0538804673285,0.0,0.0,,0.0,0.0,0.345955019831
1608810910849527624,,0.054412103779,0.0,0.0,,0.0,0.0,0.435054636297
