rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
1608810897553213737,,81031,,1608810897,548897522,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897574495952,,81032,,1608810897,568838733,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897574514933,,81033,,1608810897,589921250,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897609154295,,81034,,1608810897,609225744,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897655067650,,81035,,1608810897,629048536,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897655080514,,81036,,1608810897,649092998,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897669233790,,81037,,1608810897,670410893,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897669244850,,81038,,1608810897,689114547,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897698787609,,81039,,1608810897,709084633,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897720092439,,81040,,1608810897,728991718,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897755034032,,81041,,1608810897,749795398,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897787511624,,81042,,1608810897,770325199,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897787523320,,81043,,1608810897,790721708,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897816396471,,81044,,1608810897,809635072,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897840475836,,81045,,1608810897,831183678,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897840487745,,81046,,1608810897,852281653,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897861800647,,81047,,1608810897,869252201,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897883239243,,81048,,1608810897,888941409,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897903624458,,81049,,1608810897,908913828,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897925093650,,81050,,1608810897,928893540,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897945949363,,81051,,1608810897,948872084,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897963992146,,81052,,1608810897,968937255,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897998752217,,81053,,1608810897,989873061,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810897998764940,,81054,,1608810898,9019179,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898035087917,,81055,,1608810898,28923348,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898060199764,,81056,,1608810898,50377162,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898060257265,,81057,,1608810898,69719866,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898076432622,,81058,,1608810898,89498033,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898108721685,,81059,,1608810898,109592663,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898129760689,,81060,,1608810898,129600084,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898152026901,,81061,,1608810898,150642059,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898168960294,,81062,,1608810898,169649926,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898189922568,,81063,,1608810898,190679067,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898212543677,,81064,,1608810898,209477223,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898237136692,,81065,,1608810898,231152706,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898237214769,,81066,,1608810898,249374521,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898281844728,,81067,,1608810898,269492193,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898306796177,,81068,,1608810898,289510405,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898306826359,,81069,,1608810898,309485450,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898331958758,,81070,,1608810898,329492579,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898331970505,,81071,,1608810898,349289414,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898356250392,,81072,,1608810898,369405336,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898388284388,,81073,,1608810898,390281642,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898422210183,,81074,,1608810898,409493678,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898459945289,,81075,,1608810898,429844103,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898459991707,,81076,,1608810898,449813606,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898483085853,,81077,,1608810898,469368646,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898483106888,,81078,,1608810898,489351275,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898504373986,,81079,,1608810898,509351987,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898527146014,,81080,,1608810898,529292615,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898545126245,,81081,,1608810898,549242577,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898581221273,,81082,,1608810898,570185384,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898581346665,,81083,,1608810898,590249389,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898605689720,,81084,,1608810898,609308881,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898631401874,,81085,,1608810898,627978993,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898656212104,,81086,,1608810898,647959288,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898656249097,,81087,,1608810898,667947750,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898666493161,,81088,,1608810898,688495344,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898691451705,,81089,,1608810898,708237053,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898742339862,,81090,,1608810898,728306308,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898742391931,,81091,,1608810898,748310812,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898761740063,,81092,,1608810898,768308899,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898776531227,,81093,,1608810898,788366195,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898793895359,,81094,,1608810898,808291073,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898809530028,,81095,,1608810898,828329410,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898823336943,,81096,,1608810898,848163287,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898846505504,,81097,,1608810898,868133082,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898868166912,,81098,,1608810898,888395714,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898889089789,,81099,,1608810898,907202328,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898918564298,,81100,,1608810898,927264291,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898940132841,,81101,,1608810898,947216003,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898956466184,,81102,,1608810898,967201256,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898972367811,,81103,,1608810898,988348525,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810898992654270,,81104,,1608810899,8135151,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810899016869574,,81105,,1608810899,29361754,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810899048265201,,81106,,1608810899,48762501,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
1608810899071906553,,81107,,1608810899,68986634,'',"[wheel_left_joint, wheel_right_joint]","[539.8379962309264, 568.2963107326068]","[0.0, 0.0]","[0.0, 0.0]"
