rosbagTimestamp,linear,x,y,z,angular,x,y,z
1608810900710662727,,0.199990790981,0.0,0.0,,0.0,0.0,0.0109639898789
1608810900971407422,,0.19999662859,0.0,0.0,,0.0,0.0,0.00663259717429
1608810901222211360,,0.199998939638,0.0,0.0,,0.0,0.0,0.00371041663269
1608810901506024263,,0.199999736957,0.0,0.0,,0.0,0.0,0.00186891607713
1608810901763073734,,0.199982957466,0.0,0.0,,0.0,0.0,0.0149197181924
1608810902029783733,,0.199957554201,0.0,0.0,,0.0,0.0,0.0235430628872
1608810902284916966,,0.199995142905,0.0,0.0,,0.0,0.0,-0.00796687910692
1608810902542023503,,0.199998899595,0.0,0.0,,0.0,0.0,0.00378377893485
1608810902835197715,,0.199996918503,0.0,0.0,,0.0,0.0,0.0063378579922
1608810903127678819,,0.199961732299,0.0,0.0,,0.0,0.0,0.0223545697587
1608810903366213936,,0.199990348121,0.0,0.0,,0.0,0.0,0.0112246969133
1608810903624049395,,0.199977126305,0.0,0.0,,0.0,0.0,0.0172815312565
1608810903877375406,,0.199998680399,0.0,0.0,,0.0,0.0,0.0041536646854
1608810904180435293,,0.199999298547,0.0,0.0,,0.0,0.0,0.00301174766232
1608810904442915563,,0.19999886947,0.0,0.0,,0.0,0.0,0.00383283798749
1608810904699928455,,0.19999967089,0.0,0.0,,0.0,0.0,-0.00208716365431
1608810904954618116,,0.199997614389,0.0,0.0,,0.0,0.0,-0.00558917304955
1608810905206278795,,0.171694240993,0.0,0.0,,0.0,0.0,-0.0279622618939
1608810905455800183,,0.127216316075,0.0,0.0,,0.0,0.0,-0.0522077795869
1608810905702652036,,0.0938278909757,0.0,0.0,,0.0,0.0,-0.167099187347
1608810905972483986,,0.0824042815996,0.0,0.0,,0.0,0.0,-0.30048870032
1608810906248664806,,0.0826915732237,0.0,0.0,,0.0,0.0,-0.423246512447
1608810906490750218,,0.0834252328173,0.0,0.0,,0.0,0.0,-0.494167254118
1608810906747421400,,0.0858059491115,0.0,0.0,,0.0,0.0,-0.529013181287
1608810907002918187,,0.10325512122,0.0,0.0,,0.0,0.0,-0.56353917655
1608810907269395451,,0.114814767283,0.0,0.0,,0.0,0.0,-0.580930547261
1608810907535609998,,0.104709899134,0.0,0.0,,0.0,0.0,-0.571267493422
1608810907797645589,,0.0481194839003,0.0,0.0,,0.0,0.0,-0.58045498818
1608810908041522519,,0.0413547759851,0.0,0.0,,0.0,0.0,-0.501245280535
1608810908292754116,,0.0247763368761,0.0,0.0,,0.0,0.0,-0.351210104401
1608810908587956104,,0.0226240802561,0.0,0.0,,0.0,0.0,-0.269046386379
1608810908870669125,,0.0287986943384,0.0,0.0,,0.0,0.0,-0.238022202262
1608810909141263751,,0.0293048889769,0.0,0.0,,0.0,0.0,-0.160194515629
1608810909412082066,,0.0263383183264,0.0,0.0,,0.0,0.0,-0.0685364348511
1608810909710664599,,0.00626965200266,0.0,0.0,,0.0,0.0,0.0403726611943
1608810909963556939,,0.0181993608081,0.0,0.0,,0.0,0.0,0.15892133758
1608810910234581655,,0.0215939178007,0.0,0.0,,0.0,0.0,0.271885150101
1608810910513134853,,0.0538804673285,0.0,0.0,,0.0,0.0,0.345955019831
1608810910818574656,,0.054412103779,0.0,0.0,,0.0,0.0,0.435054636297
1608810911078170223,,0.0606617776802,0.0,0.0,,0.0,0.0,0.573879471205
1608810911335854965,,0.0758784036747,0.0,0.0,,0.0,0.0,0.731086208327
1608810911597548166,,0.0925382376219,0.0,0.0,,0.0,0.0,0.709624372122
1608810911852275900,,0.0944810733481,0.0,0.0,,0.0,0.0,0.624802026105
1608810912105331361,,0.11317562236,0.0,0.0,,0.0,0.0,0.441056561931
1608810912366529398,,0.117624693839,0.0,0.0,,0.0,0.0,0.397348077943
1608810912602514637,,0.131862565943,0.0,0.0,,0.0,0.0,0.293379964931
1608810912854091408,,0.141208824191,0.0,0.0,,0.0,0.0,0.271139920559
1608810913147610109,,0.150069546796,0.0,0.0,,0.0,0.0,0.260293150019
1608810913431519306,,0.162907068146,0.0,0.0,,0.0,0.0,0.231396041286
1608810913693645240,,0.169421573445,0.0,0.0,,0.0,0.0,0.150787058679
1608810913981458597,,0.184862723371,0.0,0.0,,0.0,0.0,0.231182802041
1608810914225535154,,0.192039927146,0.0,0.0,,0.0,0.0,0.315685605176
1608810914470453208,,0.194918686004,0.0,0.0,,0.0,0.0,0.255978613973
1608810914754614547,,0.198615270778,0.0,0.0,,0.0,0.0,0.134252183355
1608810915017057762,,0.199993888803,0.0,0.0,,0.0,0.0,0.00893975021282
1608810915270553963,,0.199999852056,0.0,0.0,,0.0,0.0,0.00138446347207
1608810915517886519,,0.199904154044,0.0,0.0,,0.0,0.0,0.0353763086949
1608810915840137769,,0.199930810232,0.0,0.0,,0.0,0.0,0.0300574901786
1608810916086983504,,0.199999916529,0.0,0.0,,0.0,0.0,0.00100159137982
1608810916354189188,,0.199993095328,0.0,0.0,,0.0,0.0,-0.00950089449534
1608810916598507463,,0.199966681722,0.0,0.0,,0.0,0.0,-0.0208603977515
1608810916853012304,,0.199910651532,0.0,0.0,,0.0,0.0,-0.0341569290413
1608810917107940207,,0.199904029826,0.0,0.0,,0.0,0.0,-0.0354012207232
1608810917360809675,,0.199875190904,0.0,0.0,,0.0,0.0,-0.0403684904677
1608810917631043794,,0.1998877571,0.0,0.0,,0.0,0.0,-0.0382833566361
1608810917926531334,,0.199879657837,0.0,0.0,,0.0,0.0,-0.039641012763
1608810918186172069,,0.199865960892,0.0,0.0,,0.0,0.0,-0.0418340217443
1608810918439745408,,0.199838019246,0.0,0.0,,0.0,0.0,-0.0459877967918
1608810918702156836,,0.199834730333,0.0,0.0,,0.0,0.0,-0.04645204824
1608810918950194224,,0.199777704594,0.0,0.0,,0.0,0.0,-0.0538691066632
1608810919206172588,,0.199752882681,0.0,0.0,,0.0,0.0,-0.0567955672559
1608810919454338452,,0.199723581437,0.0,0.0,,0.0,0.0,-0.0600657831885
1608810919711425980,,0.199716351678,0.0,0.0,,0.0,0.0,-0.0608454191039
1608810919965050272,,0.199663533941,0.0,0.0,,0.0,0.0,-0.0662636354181
1608810920227869425,,0.199630169594,0.0,0.0,,0.0,0.0,-0.0694688610505
1608810920508789411,,0.199600409169,0.0,0.0,,0.0,0.0,-0.0722081166629
