rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,position,velocity,effort
1608810897789052017,,114883,,1608810897,572933042,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897789058476,,114884,,1608810897,591889242,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897789066828,,114885,,1608810897,613559264,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897789078928,,114886,,1608810897,633438450,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897789096923,,114887,,1608810897,655962029,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817099890,,114888,,1608810897,675443608,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817107855,,114889,,1608810897,694177231,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817114548,,114890,,1608810897,714190605,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817134742,,114891,,1608810897,734355963,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817142238,,114892,,1608810897,754387716,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817151929,,114893,,1608810897,775630376,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817184906,,114894,,1608810897,794568199,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897817193273,,114895,,1608810897,815168503,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897846926710,,114896,,1608810897,836797102,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897846957672,,114897,,1608810897,854059607,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897878659070,,114898,,1608810897,874193752,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897901709145,,114899,,1608810897,895079353,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897926353176,,114900,,1608810897,916373063,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897926360216,,114901,,1608810897,935787548,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897959489004,,114902,,1608810897,954941531,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897983810757,,114903,,1608810897,977289206,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897983819513,,114904,,1608810897,994069799,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810897998974126,,114905,,1608810898,14059541,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898031431533,,114906,,1608810898,35180254,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898045620997,,114907,,1608810898,54130611,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898061163024,,114908,,1608810898,74117138,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898075551749,,114909,,1608810898,94061950,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898095949042,,114910,,1608810898,114095735,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898120673832,,114911,,1608810898,134099765,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898141797606,,114912,,1608810898,155094457,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898159390090,,114913,,1608810898,175258055,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898192697339,,114914,,1608810898,195147441,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898226312340,,114915,,1608810898,215172766,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898252423826,,114916,,1608810898,236358531,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898252515139,,114917,,1608810898,255865188,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898285277892,,114918,,1608810898,276753988,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898285310229,,114919,,1608810898,295870914,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898316469422,,114920,,1608810898,315926577,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898343911804,,114921,,1608810898,335908728,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898369826137,,114922,,1608810898,356098581,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898369879113,,114923,,1608810898,375885867,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898399604827,,114924,,1608810898,395863059,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898423172996,,114925,,1608810898,416750108,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898456481045,,114926,,1608810898,437488384,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
1608810898456503292,,114927,,1608810898,456797841,'',"[wheel_left_joint, wheel_right_joint]","[763.0912559023127, 898.6252580978908]","[0.0, 0.0]","[0.0, 0.0]"
