rosbagTimestamp,linear,x,y,z,angular,x,y,z
1608810900853605385,,0.199959489545,0.0,0.0,,0.0,0.0,0.0230030343082
1608810901006940963,,0.199944048064,0.0,0.0,,0.0,0.0,0.027032681326
1608810901273067563,,0.199961373814,0.0,0.0,,0.0,0.0,0.0224621815988
1608810901528233420,,0.199980289202,0.0,0.0,,0.0,0.0,0.0160426834648
1608810901797168318,,0.199947490691,0.0,0.0,,0.0,0.0,0.0261866859176
1608810902045748816,,0.199936771801,0.0,0.0,,0.0,0.0,0.0287354398169
1608810902294172638,,0.199941036754,0.0,0.0,,0.0,0.0,0.0277509199476
1608810902555115135,,0.199950917386,0.0,0.0,,0.0,0.0,0.025317750883
1608810902864223480,,0.199978249481,0.0,0.0,,0.0,0.0,0.0168566627421
1608810903128535091,,0.199972115674,0.0,0.0,,0.0,0.0,0.0190853576426
1608810903388578929,,0.199984847493,0.0,0.0,,0.0,0.0,0.014066627843
1608810903648671774,,0.199994987136,0.0,0.0,,0.0,0.0,0.00809157822745
1608810903888566908,,0.199997149825,0.0,0.0,,0.0,0.0,0.00610533227772
1608810904215129600,,0.199999922961,0.0,0.0,,0.0,0.0,0.000967188569717
1608810904458810068,,0.199999853316,0.0,0.0,,0.0,0.0,-0.00140230762965
1608810904737472029,,0.19999997188,0.0,0.0,,0.0,0.0,-0.000635526591208
1608810904977017542,,0.199999299191,0.0,0.0,,0.0,0.0,-0.003013535792
1608810905218680729,,0.199999922138,0.0,0.0,,0.0,0.0,-0.000979633944196
1608810905473257791,,0.199999410755,0.0,0.0,,0.0,0.0,-0.00276599400087
1608810905731287413,,0.199995659279,0.0,0.0,,0.0,0.0,-0.00752628540709
1608810906002539497,,0.199991764584,0.0,0.0,,0.0,0.0,-0.0103749629323
1608810906272633015,,0.17745274727,0.0,0.0,,0.0,0.0,-0.15779566726
1608810906518169887,,0.164113017944,0.0,0.0,,0.0,0.0,-0.279119085758
1608810906765437072,,0.142958771234,0.0,0.0,,0.0,0.0,-0.342193174879
1608810907022750502,,0.104929538664,0.0,0.0,,0.0,0.0,-0.34493451088
1608810907280688426,,0.103187210006,0.0,0.0,,0.0,0.0,-0.430214997881
1608810907556380849,,0.114540242784,0.0,0.0,,0.0,0.0,-0.515382609436
1608810907818440204,,0.120028592988,0.0,0.0,,0.0,0.0,-0.568061362444
1608810908069405525,,0.132915082312,0.0,0.0,,0.0,0.0,-0.63751489295
1608810908314586180,,0.140156333312,0.0,0.0,,0.0,0.0,-0.61945686676
1608810908619816829,,0.160933140755,0.0,0.0,,0.0,0.0,-0.534660991254
1608810908886357137,,0.174572470304,0.0,0.0,,0.0,0.0,-0.43301238468
1608810909194209449,,0.186832180507,0.0,0.0,,0.0,0.0,-0.344663958468
1608810909424577596,,0.198030589372,0.0,0.0,,0.0,0.0,-0.159988849144
1608810909736650572,,0.199262018364,0.0,0.0,,0.0,0.0,-0.0980886402207
1608810909990889500,,0.198328520813,0.0,0.0,,0.0,0.0,-0.147446056909
1608810910259321982,,0.198231538662,0.0,0.0,,0.0,0.0,-0.151645229269
1608810910526416134,,0.196482793963,0.0,0.0,,0.0,0.0,-0.213389919966
1608810910848829542,,0.193816035988,0.0,0.0,,0.0,0.0,-0.281995401405
1608810911099920352,,0.199613061774,0.0,0.0,,0.0,0.0,-0.0710564359463
1608810911382219599,,0.197751363365,0.0,0.0,,0.0,0.0,0.170894903262
1608810911639318670,,0.178636897802,0.0,0.0,,0.0,0.0,0.513931999836
1608810911864857195,,0.165496951929,0.0,0.0,,0.0,0.0,0.641700786123
1608810912156844639,,0.16602543939,0.0,0.0,,0.0,0.0,0.52661617775
1608810912380749073,,0.173051459794,0.0,0.0,,0.0,0.0,0.432328146667
1608810912633458264,,0.153231068224,0.0,0.0,,0.0,0.0,0.158908267098
1608810912887128736,,0.144963775618,0.0,0.0,,0.0,0.0,0.0984373670286
1608810913199718117,,0.146672550546,0.0,0.0,,0.0,0.0,0.143107539822
1608810913460185786,,0.171230762826,0.0,0.0,,0.0,0.0,0.136236263917
1608810913711027983,,0.194469809806,0.0,0.0,,0.0,0.0,0.266893831254
1608810914011239796,,0.197656377417,0.0,0.0,,0.0,0.0,0.174445864702
1608810914231209335,,0.198721339431,0.0,0.0,,0.0,0.0,0.129025873283
1608810914533156112,,0.199843068874,0.0,0.0,,0.0,0.0,0.0452667199893
1608810914791362329,,0.199995644006,0.0,0.0,,0.0,0.0,0.00755538201755
1608810915093160556,,0.199837132255,0.0,0.0,,0.0,0.0,0.0461141870626
1608810915319443982,,0.199175751244,0.0,0.0,,0.0,0.0,0.103651293416
1608810915535108825,,0.197291441071,0.0,0.0,,0.0,0.0,0.187450258032
1608810915854532106,,0.194035953927,0.0,0.0,,0.0,0.0,0.277013333235
1608810916123498829,,0.189821159526,0.0,0.0,,0.0,0.0,0.35995138606
1608810916399132809,,0.188696361525,0.0,0.0,,0.0,0.0,0.378770706112
1608810916633407355,,0.184133131626,0.0,0.0,,0.0,0.0,0.446116795792
1608810916894569561,,0.17953552828,0.0,0.0,,0.0,0.0,0.503603322543
1608810917142282937,,0.173266393969,0.0,0.0,,0.0,0.0,0.570821442151
1608810917387702432,,0.16537936755,0.0,0.0,,0.0,0.0,0.642689906894
1608810917638455275,,0.160598892653,0.0,0.0,,0.0,0.0,0.681127424411
1608810917952050001,,0.156448430399,0.0,0.0,,0.0,0.0,0.711970883147
1608810918213509234,,0.147243624869,0.0,0.0,,0.0,0.0,0.773422153037
1608810918471009091,,0.140585521264,0.0,0.0,,0.0,0.0,0.812870151433
1608810918748727998,,0.144564518785,0.0,0.0,,0.0,0.0,0.789752783719
1608810919006485342,,0.161989686143,0.0,0.0,,0.0,0.0,0.670286937263
1608810919367595570,,0.171169817047,0.0,0.0,,0.0,0.0,0.591115031438
1608810919472815616,,0.188772302415,0.0,0.0,,0.0,0.0,0.377532948555
1608810919728543809,,0.191929942973,0.0,0.0,,0.0,0.0,0.321369458338
1608810920030838590,,0.199882105317,0.0,0.0,,0.0,0.0,0.0392354098291
1608810920249938883,,0.196445876018,0.0,0.0,,0.0,0.0,-0.214496571404
1608810920558407557,,0.191458338734,0.0,0.0,,0.0,0.0,-0.330427237622
1608810920788370054,,0.159706682484,0.0,0.0,,0.0,0.0,-0.687943419104
1608810921070419654,,0.161753614103,0.0,0.0,,0.0,0.0,-0.672145947222
1608810921304533758,,0.161866828,0.0,0.0,,0.0,0.0,-0.671255439618
1608810921594443886,,0.174893751082,0.0,0.0,,0.0,0.0,-0.554379217389
1608810921848235399,,0.182694294816,0.0,0.0,,0.0,0.0,-0.465031734505
1608810922112098555,,0.188674739573,0.0,0.0,,0.0,0.0,-0.37912226625
1608810922347212665,,0.198475738211,0.0,0.0,,0.0,0.0,-0.140829234437
1608810922609950653,,0.199983010402,0.0,0.0,,0.0,0.0,0.0148934323728
1608810922888770305,,0.199398257567,0.0,0.0,,0.0,0.0,0.0885866320621
1608810923118310250,,0.198493616363,0.0,0.0,,0.0,0.0,0.100275204718
1608810923392059424,,0.184645606379,0.0,0.0,,0.0,0.0,0.0701299166908
1608810923638021370,,0.173395142185,0.0,0.0,,0.0,0.0,0.0452716080963
1608810923915851270,,0.169385896074,0.0,0.0,,0.0,0.0,0.0383152836226
1608810924167748983,,0.155437660582,0.0,0.0,,0.0,0.0,0.0170023179564
1608810924428052202,,0.147379491854,0.0,0.0,,0.0,0.0,0.0188324020973
1608810924667618030,,0.140308797454,0.0,0.0,,0.0,0.0,0.00918689130181
1608810924980188418,,0.134417219088,0.0,0.0,,0.0,0.0,0.00396175941958
1608810925232877174,,0.128567403443,0.0,0.0,,0.0,0.0,0.00231357931831
1608810925481102205,,0.117712206444,0.0,0.0,,0.0,0.0,0.000371212403903
1608810925787194917,,0.111358767011,0.0,0.0,,0.0,0.0,-0.00509647889038
1608810926025322888,,0.103778063005,0.0,0.0,,0.0,0.0,-0.00939873258419
1608810926294147768,,0.0984406016445,0.0,0.0,,0.0,0.0,-0.011633834173
