rosbagTimestamp,bools,ints,strs,-,name,value,-,name,value,doubles,groups,-,name,state,id,parent
1608810897636344466,[],[],,"""yaml_cfg_file""","""/home/husarion/turtlebot_ws/src/turtlebot/turtlebot_bringup/param/mux.yaml""","""yaml_cfg_data""",'',[],,"""Default""",True,0,0
