rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,id,instance_id,active,heartbeat_timeout,heartbeat_period
1608810898089096959,,6914,,1608810898,95519647,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810898253002118,,2303,,1608810898,269042807,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810898293287452,,2305,,1608810898,308872337,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810898316440898,,6915,,1608810898,326004146,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810898423563164,,2305,,1608810898,439140071,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810898764616898,,6916,,1608810898,780676487,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810899081655483,,6917,,1608810899,95617831,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810899249530998,,2304,,1608810899,268980462,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810899302184831,,2306,,1608810899,308258342,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810899308165522,,6918,,1608810899,325884015,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810899434861457,,2306,,1608810899,439085811,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810899762149093,,6919,,1608810899,779401527,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810900117462954,,6920,,1608810900,95590962,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810900262981565,,2305,,1608810900,269281979,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810900293188697,,2307,,1608810900,308446654,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810900313016217,,6921,,1608810900,326017476,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810900422129894,,2307,,1608810900,439117409,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810900796707129,,6922,,1608810900,779407287,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810901094807232,,6923,,1608810901,95453336,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810901257679855,,2306,,1608810901,270514450,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810901298984977,,2308,,1608810901,308249998,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810901343759751,,6924,,1608810901,325890531,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810901422682780,,2308,,1608810901,439145893,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810901767874240,,6925,,1608810901,781303451,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810902091868175,,6926,,1608810902,95576308,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810902255158764,,2307,,1608810902,269150763,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810902287318503,,2309,,1608810902,308287978,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810902317905264,,6927,,1608810902,326002890,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810902429736998,,2309,,1608810902,439014907,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810902767419961,,6928,,1608810902,779388177,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810903085116257,,6929,,1608810903,95465716,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810903256875624,,2308,,1608810903,269615929,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810903288207252,,2310,,1608810903,308366022,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810903309841285,,6930,,1608810903,325998954,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810903434152183,,2310,,1608810903,438996331,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810903767654006,,6931,,1608810903,779268211,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810904108577405,,6932,,1608810904,95592387,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810904247841321,,2309,,1608810904,269026652,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810904293258358,,2311,,1608810904,308243759,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810904307974319,,6933,,1608810904,325891268,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810904419127557,,2311,,1608810904,438994775,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810904765935625,,6934,,1608810904,779264741,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810905081593931,,6935,,1608810905,95456036,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810905253218470,,2310,,1608810905,268940684,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810905298698251,,2312,,1608810905,308434609,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810905309140112,,6936,,1608810905,325976800,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810905424557294,,2312,,1608810905,439156390,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
1608810905772572864,,6937,,1608810905,779411024,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""f3dfa616-f3dd-4523-88bd-2b17a94533fa""",True,4.0,1.0
1608810906140782833,,6938,,1608810906,95565120,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""a6f41cb3-5536-4325-8c97-566e157db89c""",True,4.0,1.0
1608810906249686662,,2311,,1608810906,268832942,'',"""/turtle1/mobile_base_469148b2-f9f3-46ce-a507-142489d68233""","""e32e39db-abbb-4103-a031-7901a3df02b6""",True,4.0,1.0
1608810906294056737,,2313,,1608810906,308386357,'',"""/turtle1/cmd_vel_mux_b15a916c-0242-4d64-b73f-1720daee48b1""","""5bdc6599-35f8-456b-83a3-cd20bf705261""",True,4.0,1.0
1608810906319978544,,6939,,1608810906,325878658,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""47ce7a9c-d58d-4d74-a7f6-a68ba542abdf""",True,4.0,1.0
1608810906444429971,,2313,,1608810906,439002476,'',"""/turtle1/bumper2pointcloud_2658665d-5cb0-4a3c-8a6a-c95ceea80080""","""d987e131-1566-4f24-b863-878d08963305""",True,4.0,1.0
