rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,time_stamp,bumper,wheel_drop,cliff,left_encoder,right_encoder,left_pwm,right_pwm,buttons,charger,battery,bottom,current,over_current,digital_input,analog_input
1608810897630130960,,102748,,1608810897,410266148,'',55160,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1702, 1497]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897630149773,,102749,,1608810897,425540828,'',55180,0,0,0,61031,21104,0,0,0,0,149,"[1548, 1725, 1497]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897630159859,,102750,,1608810897,445532414,'',55200,0,0,0,61031,21104,0,0,0,0,149,"[1548, 1725, 1488]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897630169285,,102751,,1608810897,465369141,'',55220,0,0,0,61031,21104,0,0,0,0,149,"[1548, 1724, 1488]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897630300030,,102752,,1608810897,485373851,'',55240,0,0,0,61031,21104,0,0,0,0,149,"[1548, 1724, 1490]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686412956,,102753,,1608810897,505742521,'',55260,0,0,0,61031,21104,0,0,0,0,149,"[1552, 1720, 1490]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686438366,,102754,,1608810897,525683654,'',55280,0,0,0,61031,21104,0,0,0,0,149,"[1552, 1700, 1486]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686448446,,102755,,1608810897,545670865,'',55300,0,0,0,61031,21104,0,0,0,0,149,"[1552, 1726, 1486]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686461479,,102756,,1608810897,564693931,'',55320,0,0,0,61031,21104,0,0,0,0,149,"[1551, 1726, 1495]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686469801,,102757,,1608810897,586065825,'',55340,0,0,0,61031,21104,0,0,0,0,149,"[1551, 1726, 1495]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686480072,,102758,,1608810897,606046037,'',55360,0,0,0,61031,21104,0,0,0,0,149,"[1550, 1722, 1487]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897686491189,,102759,,1608810897,626027999,'',55380,0,0,0,61031,21104,0,0,0,0,149,"[1550, 1725, 1493]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897731066713,,102760,,1608810897,650210090,'',55400,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1725, 1493]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897731089251,,102761,,1608810897,666237771,'',55420,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1682, 1488]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897731175884,,102762,,1608810897,685963969,'',55440,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1703, 1489]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897731197486,,102763,,1608810897,705837151,'',55460,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1703, 1489]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
1608810897758025448,,102764,,1608810897,725805115,'',55480,0,0,0,61031,21104,0,0,0,0,149,"[1549, 1701, 1489]","[0, 0]",0,0,"[4095, 4095, 4095, 4095]"
