rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1608810897457282391,,,0,,1608810897,455275875,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897457298382,,,0,,1608810897,470415692,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897509966958,,,0,,1608810897,490389609,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897510010141,,,0,,1608810897,510412880,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897510026385,,,0,,1608810897,530916845,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897525031154,,,0,,1608810897,528848977,"""odom""","""base_footprint""",,,9.49185930398,-1.13518402336,0.0,,0.0,0.0,-0.145737698481,0.989323265289
1608810897552753603,,,0,,1608810897,548778812,"""odom""","""base_footprint""",,,9.49185930398,-1.13518402336,0.0,,0.0,0.0,-0.145737698481,0.989323265289
1608810897557861435,,,0,,1608810897,550463218,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897557895006,,,0,,1608810897,570778235,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897574230687,,,0,,1608810897,568710689,"""odom""","""base_footprint""",,,9.49185930398,-1.13518402336,0.0,,0.0,0.0,-0.145737698481,0.989323265289
1608810897574553592,,,0,,1608810897,589921250,"""base_link""","""wheel_left_link""",,,0.0,0.115,0.025,,-0.683708502047,-0.180395909672,-0.180395909673,0.68370850205,,0,,1608810897,589921250,"""base_link""","""wheel_right_link""",,,0.0,-0.115,0.025,,-0.116827283299,0.697388977454,0.697388977458,0.1168272833
1608810897575266376,,,0,,1608810897,593102763,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897575352027,,,0,,1608810897,609278438,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897591915635,,,0,,1608810897,630474824,"""base_link""","""wheel_left_link""",,,0.0,0.115,0.025,,-0.0652959730857,0.704085531662,0.704085531666,0.0652959730861,,0,,1608810897,630474824,"""base_link""","""wheel_right_link""",,,0.0,-0.115,0.025,,0.12069221851,0.696730499109,0.696730499112,-0.120692218511
1608810897592304440,,,0,,1608810897,630363558,"""odom""","""base_footprint""",,,-0.157625894297,-7.62263615038,0.0,,0.0,0.0,-0.634865370985,0.772622780355
1608810897592694063,,,0,,1608810897,589784456,"""odom""","""base_footprint""",,,9.49185930398,-1.13518402336,0.0,,0.0,0.0,-0.145737698481,0.989323265289
1608810897592712170,,,0,,1608810897,608979282,"""odom""","""base_footprint""",,,9.49185930398,-1.13518402336,0.0,,0.0,0.0,-0.145737698481,0.989323265289
1608810897611843762,,,0,,1608810897,533162418,"""base_link""","""wheel_left_link""",,,0.0,0.115,0.025,,-0.111174435901,0.698312426353,0.698312426357,0.111174435902,,0,,1608810897,533162418,"""base_link""","""wheel_right_link""",,,0.0,-0.115,0.025,,-0.705619069432,0.045844616386,0.0458446163862,0.705619069435
1608810897621716076,,,0,,1608810897,485327772,"""base_link""","""wheel_left_link""",,,0.0,0.115,0.025,,-0.702213643313,0.0830421528083,0.0830421528087,0.702213643316,,0,,1608810897,485327772,"""base_link""","""wheel_right_link""",,,0.0,-0.115,0.025,,-0.540138203027,-0.456344959026,-0.456344959028,0.540138203029
1608810897629642914,,,0,,1608810897,407210979,"""odom""","""base_footprint""",,,13.9194349492,-0.0969709513404,0.0,,0.0,0.0,-0.356901043325,0.934142197566
1608810897629662370,,,0,,1608810897,425359431,"""odom""","""base_footprint""",,,13.9194349492,-0.0969709513404,0.0,,0.0,0.0,-0.356901043325,0.934142197566
1608810897629670175,,,0,,1608810897,445351891,"""odom""","""base_footprint""",,,13.9194349492,-0.0969709513404,0.0,,0.0,0.0,-0.356901043325,0.934142197566
1608810897629684026,,,0,,1608810897,465222157,"""odom""","""base_footprint""",,,13.9194349492,-0.0969709513404,0.0,,0.0,0.0,-0.356901043325,0.934142197566
1608810897629691209,,,0,,1608810897,485238824,"""odom""","""base_footprint""",,,13.9194349492,-0.0969709513404,0.0,,0.0,0.0,-0.356901043325,0.934142197566
