rosbagTimestamp,data
1608810897816781081,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897816786640,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897816806366,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897816832656,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897816856193,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897816865580,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897816884103,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897816922100,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897846823876,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897846891534,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897878629538,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897878634916,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897878640215,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897878648542,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897901680358,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897901695089,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897926231926,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897926249937,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897959306125,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897959317230,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897959322285,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897959350546,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897983679907,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897983718058,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810897983727220,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810897983791162,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898000634528,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898031917744,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898031945366,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898031955432,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898045658385,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898045774449,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898061263205,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898061314394,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898089357466,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898109044315,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898109062842,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898109093197,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898126062502,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898126075021,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898142431187,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898142461900,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898162301550,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898162358965,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898198759898,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898198786995,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898226780022,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898226832093,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898226847300,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898226914517,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898252730636,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898252794704,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898293053709,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898293083534,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898293217852,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898293255143,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898323870465,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898323889324,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898323927649,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898323938737,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898347855351,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898347899044,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898370140010,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898370170578,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898399810235,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898399879205,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898423372181,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898423427171,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898456985415,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898457014693,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898457094464,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898457143440,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898476686532,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898476715308,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898517455017,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898517474029,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898517596737,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898517627877,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898536761131,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898536831081,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898565365466,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898565498867,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898594946698,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898594961618,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898595060008,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898595246970,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898613919937,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898614028148,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898637725010,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898637798157,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898668437610,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898668562197,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898690289224,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898690483493,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898690627070,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898690743139,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898738447523,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898738518496,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898738579001,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898742157724,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898761616242,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898761632106,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898782240522,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898782256780,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898822769191,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898822780227,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898822835927,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898822876277,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898857606242,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898857632805,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898857658514,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898857698202,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898875559884,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898875606446,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898888659524,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898888912650,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898939113859,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898939129222,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898960074672,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898960174278,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898960222557,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898960299193,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810898983514685,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810898983611815,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899003140945,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899003158585,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899017467690,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899017519695,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899050757980,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899050783545,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899071333631,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899071351628,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899071364974,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899071394096,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899102148661,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899102215236,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899122693099,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899122742434,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899147000339,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899147055606,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899147071204,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899147244961,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899171866788,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899187638127,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899187652274,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899187705873,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899211289117,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899211343955,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899229783710,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899229822948,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899249114730,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899249176412,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899277871103,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899277896925,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899289183660,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899289225336,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899308038810,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899308089138,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899380360810,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899380391394,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899408791910,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899408827438,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899408856343,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899408914903,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899408928351,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899408958951,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899440942994,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899441000982,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899441080773,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899441174862,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899467879061,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899467922461,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899491297319,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899491323550,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899491409031,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899491508343,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899512706232,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899512734325,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899530261354,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899530387218,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899550718173,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899550782224,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899575280841,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899575365811,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899614659393,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899614683796,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899633277769,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899633285965,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899633327277,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899633330193,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899651380431,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899651385095,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899669530029,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899669555182,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899704458093,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899704468387,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899725400116,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899725423439,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899755182115,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899755290690,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899755300091,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899755316491,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899776983852,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899777001234,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899806592861,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899806612766,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899828962062,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899828984006,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899828992537,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899828995598,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899851005147,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899851031748,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899878084480,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899878089595,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899907807258,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899907813800,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899928123494,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899928126619,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899928129158,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899976333485,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810899976347470,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810899976358681,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900011476826,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900011487065,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900011494473,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900011500528,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900113096876,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900113109710,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900113119178,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900113139844,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900133039044,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900133055726,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900133063847,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900133077733,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900133083650,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900133092061,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900133101988,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900133124267,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900158310419,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
1608810900159131728,"""[ 0xaa 0x55 0x03 0x0e 0x01 0x00 0x0c ]"""
1608810900159144017,"""[ 0xaa 0x55 0x06 0x01 0x04 0x00 0x00 0x00 0x00 0x03 ]"""
