rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,id,instance_id,active,heartbeat_timeout,heartbeat_period
1608810897621698364,,2053,,1608810897,439656550,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""dd2f6094-668a-462d-aad1-340cf1a1ea2e""",True,4.0,1.0
1608810897907709652,,2055,,1608810897,887462531,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""416d5ce9-9788-4b85-81e1-fa737a8616ec""",True,4.0,1.0
1608810898068923422,,6166,,1608810898,59007294,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""b02c5f8f-2618-40f1-81e9-893525d16c59""",True,4.0,1.0
1608810898268639010,,2056,,1608810898,249130773,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""262d8a01-f2dd-43fa-a917-5b11e556dcea""",True,4.0,1.0
1608810898284958110,,6167,,1608810898,271084788,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""6a921cc4-aeba-4afd-aa24-53ad0db3a9e3""",True,4.0,1.0
1608810898323621223,,6168,,1608810898,313513936,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""1785766e-aa2c-4691-81ae-5c3963c0b036""",True,4.0,1.0
1608810898448104429,,2054,,1608810898,439499809,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""dd2f6094-668a-462d-aad1-340cf1a1ea2e""",True,4.0,1.0
1608810898908632552,,2056,,1608810898,887610014,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""416d5ce9-9788-4b85-81e1-fa737a8616ec""",True,4.0,1.0
1608810899071597111,,6169,,1608810899,59135367,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""b02c5f8f-2618-40f1-81e9-893525d16c59""",True,4.0,1.0
1608810899267256613,,2057,,1608810899,249890379,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""262d8a01-f2dd-43fa-a917-5b11e556dcea""",True,4.0,1.0
1608810899286259579,,6170,,1608810899,271226727,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""6a921cc4-aeba-4afd-aa24-53ad0db3a9e3""",True,4.0,1.0
1608810899331692437,,6171,,1608810899,313687694,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""1785766e-aa2c-4691-81ae-5c3963c0b036""",True,4.0,1.0
1608810899454781039,,2055,,1608810899,439906388,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""dd2f6094-668a-462d-aad1-340cf1a1ea2e""",True,4.0,1.0
1608810899915018948,,2057,,1608810899,887610389,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""416d5ce9-9788-4b85-81e1-fa737a8616ec""",True,4.0,1.0
1608810900072434837,,6172,,1608810900,58985387,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""b02c5f8f-2618-40f1-81e9-893525d16c59""",True,4.0,1.0
1608810900273982756,,2058,,1608810900,249099235,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""262d8a01-f2dd-43fa-a917-5b11e556dcea""",True,4.0,1.0
1608810900291989293,,6173,,1608810900,271083904,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""6a921cc4-aeba-4afd-aa24-53ad0db3a9e3""",True,4.0,1.0
1608810900330384625,,6174,,1608810900,313569109,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""1785766e-aa2c-4691-81ae-5c3963c0b036""",True,4.0,1.0
1608810900452594148,,2056,,1608810900,439460098,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""dd2f6094-668a-462d-aad1-340cf1a1ea2e""",True,4.0,1.0
1608810900903266819,,2058,,1608810900,887455777,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""416d5ce9-9788-4b85-81e1-fa737a8616ec""",True,4.0,1.0
1608810901081055106,,6175,,1608810901,59116997,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""b02c5f8f-2618-40f1-81e9-893525d16c59""",True,4.0,1.0
1608810901263107881,,2059,,1608810901,249097124,'',"""/turtle2/cmd_vel_mux_b1c79d45-2d7b-4ea0-a072-e35e78c94e91""","""262d8a01-f2dd-43fa-a917-5b11e556dcea""",True,4.0,1.0
1608810901283144276,,6176,,1608810901,271082685,'',"""/turtle2/bumper2pointcloud_b6a8d008-4a68-4a8c-a015-0ffbe85cc014""","""6a921cc4-aeba-4afd-aa24-53ad0db3a9e3""",True,4.0,1.0
1608810901334112000,,6177,,1608810901,313498512,'',"""/turtle2/mobile_base_0321c1d8-8282-44d3-b437-e6f84e6aecf0""","""1785766e-aa2c-4691-81ae-5c3963c0b036""",True,4.0,1.0
