rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1608810897465521096,,17741,,1608810897,465329264,"""world""",,,2.88352131844,1.30765533447,0.43894547224,,-0.00232233223505,-0.0125660831109,-0.712232232094,-0.701827645302
1608810897465657099,,17742,,1608810897,465396386,"""world""",,,2.883487463,1.30781340599,0.438901722431,,-0.00188976153731,-0.0123638110235,-0.712236642838,-0.701827943325
1608810897465690556,,17744,,1608810897,465449370,"""world""",,,2.88351821899,1.30765497684,0.438934981823,,-0.00232670595869,-0.0126006919891,-0.712201714516,-0.701857924461
1608810897465965161,,17745,,1608810897,465495341,"""world""",,,2.88352108002,1.30765461922,0.438944280148,,-0.00240549724549,-0.0125998156145,-0.712208211422,-0.701851129532
1608810897615919797,,17746,,1608810897,615303157,"""world""",,,2.88351798058,1.3076441288,0.438934862614,,-0.00235180463642,-0.0126146813855,-0.71220177412,-0.701857566833
1608810897616009687,,17750,,1608810897,615515116,"""world""",,,2.8835208416,1.30764997005,0.43893969059,,-0.0023627304472,-0.0126809040084,-0.712209105492,-0.70184892416
1608810897675431958,,17751,,1608810897,675252477,"""world""",,,2.88352680206,1.3076775074,0.43893545866,,-0.00227719475515,-0.0125801982358,-0.712184548378,-0.701875865459
1608810897675450300,,17752,,1608810897,675288304,"""world""",,,2.88352370262,1.30765283108,0.438944756985,,-0.00230128830299,-0.012615009211,-0.712184071541,-0.701875627041
1608810897675729188,,17753,,1608810897,675340619,"""world""",,,2.8835208416,1.30765354633,0.438948512077,,-0.00232034293003,-0.0125983338803,-0.712179243565,-0.70188087225
1608810897675738915,,17756,,1608810897,675411098,"""world""",,,2.88352537155,1.30765664577,0.438942015171,,-0.00232489430346,-0.0126244956627,-0.712194740772,-0.701864600182
1608810897696102060,,17757,,1608810897,695254242,"""world""",,,2.88352560997,1.30764698982,0.438942849636,,-0.00229151500389,-0.0126350140199,-0.712206244469,-0.701852917671
1608810897696141433,,17758,,1608810897,695349468,"""world""",,,2.88352131844,1.30765795708,0.43893429637,,-0.00236759753898,-0.0126030230895,-0.712189435959,-0.701870203018
1608810897696176616,,17761,,1608810897,695394103,"""world""",,,2.88352322578,1.30765330791,0.438939392567,,-0.0022834034171,-0.0126394573599,-0.712187230587,-0.701872169971
1608810897696191367,,17762,,1608810897,695429335,"""world""",,,2.88352680206,1.3076583147,0.438941985369,,-0.00230540870689,-0.0126243643463,-0.712150633335,-0.701909422874
1608810897696199313,,17770,,1608810897,695542708,"""world""",,,2.88352179527,1.30765640736,0.43893674016,,-0.00231913058087,-0.012575305067,-0.712186813354,-0.701873600483
1608810897696249439,,17771,,1608810897,695585056,"""world""",,,2.88353133202,1.30765688419,0.438934594393,,-0.00231700018048,-0.0126367649063,-0.712191224098,-0.701867938042
1608810897696257269,,17775,,1608810897,695656926,"""world""",,,2.88351869583,1.30766892433,0.438929855824,,-0.00235310476273,-0.012652692385,-0.712235271931,-0.701822817326
1608810897696271007,,17776,,1608810897,695724143,"""world""",,,2.88352537155,1.3076685667,0.438934504986,,-0.00233848905191,-0.0125858336687,-0.712213158607,-0.701846599579
1608810897696278426,,17782,,1608810897,695837559,"""world""",,,2.88348531723,1.30782151222,0.438908368349,,-0.0018629936967,-0.0123812239617,-0.712225615978,-0.701839029789
1608810897696326377,,17783,,1608810897,695885594,"""world""",,,2.88352656364,1.30766355991,0.438945382833,,-0.00227760151029,-0.0126362424344,-0.712195456028,-0.701863765717
1608810897696333688,,17785,,1608810897,695919464,"""world""",,,2.88352417946,1.30766105652,0.438940554857,,-0.00232746312395,-0.0126314321533,-0.712218165398,-0.701840758324
1608810897696341989,,17786,,1608810897,695964200,"""world""",,,2.88352823257,1.30766665936,0.438941329718,,-0.00231213774532,-0.012584708631,-0.712200582027,-0.701859474182
1608810897705520194,,17787,,1608810897,705289848,"""world""",,,2.88352298737,1.30766177177,0.438939899206,,-0.00231854384765,-0.0126037336886,-0.712202072144,-0.701857566833
