rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1608810900344999872,,280,,1608810900,344714956,'',2,"""/record_1608810897058646546""","""Subscribing to /turtle3/cmd_vel_mux/input/teleop""","""/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp""","""shared_ptr<ros",213,[/rosout]
1608810900348198874,,281,,1608810900,347931495,'',2,"""/record_1608810897058646546""","""Subscribing to /turtle2/cmd_vel_mux/input/teleop""","""/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp""","""shared_ptr<ros",213,[/rosout]
1608810900350941206,,282,,1608810900,350622118,'',2,"""/record_1608810897058646546""","""Subscribing to /turtle1/cmd_vel_mux/input/teleop""","""/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp""","""shared_ptr<ros",213,[/rosout]
1608810901347262152,,283,,1608810901,346050362,'',2,"""/record_1608810897058646546""","""Subscribing to /turtle4/cmd_vel_mux/input/teleop""","""/tmp/binarydeb/ros-melodic-rosbag-1.14.10/src/recorder.cpp""","""shared_ptr<ros",213,[/rosout]
1608810931723654260,,284,,1608810931,753633578,'',4,"""/turtle3/mobile_base_nodelet_manager""","""Kobuki","""/home/husarion/turtlebot_ws/src/kobuki_node/src/library/kobuki_ros.cpp""","""KobukiRos",262,"[/rosout, /tf, /diagnostics, /turtle3/joint_states, /turtle3/mobile_base/version_info,"
1608810931729870918,,285,,1608810931,749850194,'',4,"""/turtle1/mobile_base_nodelet_manager""","""Kobuki","""/home/husarion/turtlebot_ws/src/kobuki_node/src/library/kobuki_ros.cpp""","""KobukiRos",262,"[/rosout, /turtle1/cmd_vel_mux/parameter_descriptions, /turtle1/cmd_vel_mux/parameter_updates,"
1608810931770012313,,286,,1608810931,776109885,'',4,"""/turtle4/mobile_base_nodelet_manager""","""Kobuki","""/home/husarion/turtlebot_ws/src/kobuki_node/src/library/kobuki_ros.cpp""","""KobukiRos",262,"[/rosout, /tf, /diagnostics, /turtle4/joint_states, /turtle4/mobile_base/version_info,"
1608810931772151618,,287,,1608810931,747422203,'',4,"""/turtle2/mobile_base_nodelet_manager""","""Kobuki","""/home/husarion/turtlebot_ws/src/kobuki_node/src/library/kobuki_ros.cpp""","""KobukiRos",262,"[/rosout, /turtle2/cmd_vel_mux/parameter_descriptions, /turtle2/cmd_vel_mux/parameter_updates,"
