rosbagTimestamp,layout,dim,data_offset,data
1608810899686572010,,[],0,"[0, 0, 0, 0]"
1608810899704806316,,[],0,"[0, 0, 0, 0]"
1608810899704868934,,[],0,"[0, 0, 0, 0]"
1608810899728008615,,[],0,"[0, 0, 0, 0]"
1608810899748025854,,[],0,"[0, 0, 0, 0]"
1608810899773532540,,[],0,"[0, 0, 0, 0]"
1608810899795821828,,[],0,"[0, 0, 0, 0]"
1608810899823666737,,[],0,"[0, 0, 0, 0]"
1608810899851399448,,[],0,"[0, 0, 0, 0]"
1608810899851428741,,[],0,"[0, 0, 0, 0]"
1608810899874261301,,[],0,"[0, 0, 0, 0]"
1608810899904387971,,[],0,"[0, 0, 0, 0]"
1608810899921212971,,[],0,"[0, 0, 0, 0]"
1608810899977432320,,[],0,"[0, 0, 0, 0]"
1608810899977472044,,[],0,"[0, 0, 0, 0]"
1608810899998536851,,[],0,"[0, 0, 0, 0]"
1608810899998559256,,[],0,"[0, 0, 0, 0]"
1608810900022926826,,[],0,"[0, 0, 0, 0]"
1608810900022947401,,[],0,"[0, 0, 0, 0]"
1608810900052372733,,[],0,"[0, 0, 0, 0]"
1608810900072396038,,[],0,"[0, 0, 0, 0]"
1608810900102219118,,[],0,"[0, 0, 0, 0]"
1608810900123699891,,[],0,"[0, 0, 0, 0]"
1608810900123739619,,[],0,"[0, 0, 0, 0]"
1608810900156671050,,[],0,"[0, 0, 0, 0]"
1608810900186778033,,[],0,"[0, 0, 0, 0]"
1608810900186811754,,[],0,"[0, 0, 0, 0]"
1608810900213538539,,[],0,"[0, 0, 0, 0]"
1608810900247685195,,[],0,"[0, 0, 0, 0]"
1608810900280309205,,[],0,"[0, 0, 0, 0]"
1608810900280331447,,[],0,"[0, 0, 0, 0]"
1608810900280473401,,[],0,"[0, 0, 0, 0]"
1608810900303860817,,[],0,"[0, 0, 0, 0]"
1608810900320945753,,[],0,"[0, 0, 0, 0]"
1608810900339039807,,[],0,"[0, 0, 0, 0]"
1608810900361129501,,[],0,"[0, 0, 0, 0]"
1608810900406716804,,[],0,"[0, 0, 0, 0]"
1608810900430310142,,[],0,"[0, 0, 0, 0]"
1608810900430328383,,[],0,"[0, 0, 0, 0]"
1608810900452184510,,[],0,"[0, 0, 0, 0]"
1608810900477486285,,[],0,"[0, 0, 0, 0]"
1608810900500593739,,[],0,"[0, 0, 0, 0]"
1608810900500632754,,[],0,"[0, 0, 0, 0]"
1608810900571521493,,[],0,"[0, 0, 0, 0]"
1608810900590330788,,[],0,"[0, 0, 0, 0]"
1608810900590396598,,[],0,"[0, 0, 0, 0]"
1608810900590464282,,[],0,"[0, 0, 0, 0]"
1608810900609880161,,[],0,"[0, 0, 0, 0]"
1608810900646539713,,[],0,"[0, 0, 0, 0]"
1608810900646566972,,[],0,"[0, 0, 0, 0]"
1608810900683110097,,[],0,"[0, 0, 0, 0]"
1608810900713464031,,[],0,"[0, 0, 0, 0]"
1608810900713588522,,[],0,"[0, 0, 0, 0]"
1608810900751233808,,[],0,"[0, 0, 0, 0]"
1608810900751276207,,[],0,"[0, 0, 0, 0]"
1608810900785695672,,[],0,"[202, -9703, 199, -20]"
1608810900785736036,,[],0,"[202, -9703, 199, -20]"
1608810900817628335,,[],0,"[202, -9703, 199, -20]"
1608810900852387706,,[],0,"[202, -9703, 199, -20]"
1608810900889466346,,[],0,"[202, -9703, 199, -20]"
1608810900889474730,,[],0,"[202, -9703, 199, -20]"
1608810900889483154,,[],0,"[202, -9703, 199, -20]"
1608810900908318299,,[],0,"[202, -9703, 199, -20]"
1608810900930234994,,[],0,"[202, -9703, 199, -20]"
1608810900971012143,,[],0,"[202, -9703, 199, -20]"
1608810901023691319,,[],0,"[202, -9703, 199, -20]"
1608810901023780754,,[],0,"[202, -9703, 199, -20]"
1608810901023806458,,[],0,"[202, -9703, 199, -20]"
1608810901047459600,,[],0,"[202, -9086, 199, -22]"
1608810901047475645,,[],0,"[202, -9086, 199, -22]"
1608810901067694599,,[],0,"[202, -9086, 199, -22]"
1608810901096576354,,[],0,"[202, -9086, 199, -22]"
1608810901123755112,,[],0,"[202, -9086, 199, -22]"
1608810901141238909,,[],0,"[202, -9086, 199, -22]"
1608810901157378648,,[],0,"[202, -9086, 199, -22]"
1608810901182213368,,[],0,"[202, -9086, 199, -22]"
1608810901196626576,,[],0,"[202, -9086, 199, -22]"
1608810901222585494,,[],0,"[202, -9086, 199, -22]"
1608810901245065847,,[],0,"[202, -9086, 199, -22]"
1608810901245071599,,[],0,"[202, -9086, 199, -22]"
1608810901263150095,,[],0,"[202, -8335, 199, -23]"
1608810901297866721,,[],0,"[202, -8335, 199, -23]"
1608810901334003263,,[],0,"[202, -8335, 199, -23]"
1608810901363449356,,[],0,"[202, -8335, 199, -23]"
1608810901363557598,,[],0,"[202, -8335, 199, -23]"
1608810901388817030,,[],0,"[202, -8335, 199, -23]"
1608810901417881598,,[],0,"[202, -8335, 199, -23]"
1608810901417911295,,[],0,"[202, -8335, 199, -23]"
1608810901491365271,,[],0,"[202, -8335, 199, -23]"
1608810901513646012,,[],0,"[202, -8335, 199, -23]"
1608810901513730037,,[],0,"[202, -8335, 199, -23]"
1608810901513745325,,[],0,"[202, -8335, 199, -23]"
1608810901513894066,,[],0,"[202, -8335, 199, -23]"
1608810901542265040,,[],0,"[202, -8335, 199, -23]"
1608810901542320098,,[],0,"[202, -9252, 199, -21]"
1608810901569002425,,[],0,"[202, -9252, 199, -21]"
1608810901587706588,,[],0,"[202, -9252, 199, -21]"
1608810901624928087,,[],0,"[202, -9252, 199, -21]"
1608810901644947762,,[],0,"[202, -9252, 199, -21]"
1608810901645033652,,[],0,"[202, -9252, 199, -21]"
1608810901693255845,,[],0,"[202, -9252, 199, -21]"
1608810901716502092,,[],0,"[202, -9252, 199, -21]"
1608810901716519888,,[],0,"[202, -9252, 199, -21]"
1608810901764011445,,[],0,"[202, -9252, 199, -21]"
1608810901786491495,,[],0,"[202, -9252, 199, -21]"
1608810901786505199,,[],0,"[202, -9252, 199, -21]"
1608810901786516232,,[],0,"[202, -9252, 199, -21]"
1608810901813806192,,[],0,"[202, -11116, 199, -17]"
1608810901848609592,,[],0,"[202, -11116, 199, -17]"
1608810901848800417,,[],0,"[202, -11116, 199, -17]"
1608810901876148484,,[],0,"[202, -11116, 199, -17]"
1608810901905292010,,[],0,"[202, -11116, 199, -17]"
1608810901932152457,,[],0,"[202, -11116, 199, -17]"
1608810901932182477,,[],0,"[202, -11116, 199, -17]"
1608810901964511630,,[],0,"[202, -11116, 199, -17]"
1608810902029648841,,[],0,"[202, -11116, 199, -17]"
1608810902029654285,,[],0,"[202, -11116, 199, -17]"
1608810902055642996,,[],0,"[202, -11116, 199, -17]"
1608810902055646789,,[],0,"[202, -11116, 199, -17]"
1608810902055669837,,[],0,"[202, -11116, 199, -17]"
1608810902076433066,,[],0,"[201, -11839, 199, -16]"
1608810902097372241,,[],0,"[201, -11839, 199, -16]"
1608810902120253246,,[],0,"[201, -11839, 199, -16]"
1608810902120284881,,[],0,"[201, -11839, 199, -16]"
1608810902142437310,,[],0,"[201, -11839, 199, -16]"
1608810902168248692,,[],0,"[201, -11839, 199, -16]"
1608810902191835065,,[],0,"[201, -11839, 199, -16]"
1608810902213101267,,[],0,"[201, -11839, 199, -16]"
1608810902239151956,,[],0,"[201, -11839, 199, -16]"
1608810902255328893,,[],0,"[201, -11839, 199, -16]"
1608810902282501472,,[],0,"[201, -11839, 199, -16]"
1608810902314918479,,[],0,"[201, -11839, 199, -16]"
1608810902315009692,,[],0,"[201, -11387, 199, -17]"
1608810902357877210,,[],0,"[201, -11387, 199, -17]"
1608810902358328658,,[],0,"[201, -11387, 199, -17]"
1608810902378828781,,[],0,"[201, -11387, 199, -17]"
1608810902406574428,,[],0,"[201, -11387, 199, -17]"
1608810902406590997,,[],0,"[201, -11387, 199, -17]"
1608810902450224442,,[],0,"[201, -11387, 199, -17]"
1608810902470513805,,[],0,"[201, -11387, 199, -17]"
1608810902470564391,,[],0,"[201, -11387, 199, -17]"
1608810902494280831,,[],0,"[201, -11387, 199, -17]"
1608810902513677335,,[],0,"[201, -11387, 199, -17]"
1608810902542197730,,[],0,"[201, -11387, 199, -17]"
1608810902563862070,,[],0,"[201, -11387, 199, -17]"
1608810902563887124,,[],0,"[201, -14143, 199, -14]"
1608810902582679422,,[],0,"[201, -14143, 199, -14]"
1608810902598722202,,[],0,"[201, -14143, 199, -14]"
1608810902614322491,,[],0,"[201, -14143, 199, -14]"
1608810902640827590,,[],0,"[201, -14143, 199, -14]"
1608810902763737799,,[],0,"[201, -14143, 199, -14]"
1608810902836502029,,[],0,"[201, -14143, 199, -14]"
1608810902836507052,,[],0,"[201, -14143, 199, -14]"
1608810902836510658,,[],0,"[201, -14143, 199, -14]"
1608810902836514192,,[],0,"[201, -14143, 199, -14]"
1608810902836517242,,[],0,"[201, -14143, 199, -14]"
1608810902836741429,,[],0,"[201, -14143, 199, -14]"
1608810902864673062,,[],0,"[201, -14143, 199, -14]"
1608810902864678550,,[],0,"[201, -14143, 199, -14]"
1608810902864733652,,[],0,"[201, -14143, 199, -14]"
1608810902895954220,,[],0,"[201, -15522, 199, -12]"
1608810902896307107,,[],0,"[201, -15522, 199, -12]"
1608810902919620728,,[],0,"[201, -15522, 199, -12]"
1608810903057728736,,[],0,"[201, -15522, 199, -12]"
1608810903057742372,,[],0,"[201, -15522, 199, -12]"
1608810903174147740,,[],0,"[201, -15522, 199, -12]"
1608810903174156130,,[],0,"[201, -15522, 199, -12]"
1608810903174166930,,[],0,"[201, -15522, 199, -12]"
1608810903174192159,,[],0,"[201, -15522, 199, -12]"
1608810903174201067,,[],0,"[201, -15522, 199, -12]"
1608810903174418327,,[],0,"[201, -15522, 199, -12]"
1608810903203596943,,[],0,"[201, -15522, 199, -12]"
1608810903203608605,,[],0,"[201, -15522, 199, -12]"
1608810903203615474,,[],0,"[200, -32768, 199, -4]"
1608810903203621369,,[],0,"[200, -32768, 199, -4]"
1608810903203646493,,[],0,"[200, -32768, 199, -4]"
1608810903203653894,,[],0,"[200, -32768, 199, -4]"
1608810903242848861,,[],0,"[200, -32768, 199, -4]"
1608810903242901891,,[],0,"[200, -32768, 199, -4]"
1608810903270415696,,[],0,"[200, -32768, 199, -4]"
1608810903270441961,,[],0,"[200, -32768, 199, -4]"
1608810903304820728,,[],0,"[200, -32768, 199, -4]"
1608810903331795880,,[],0,"[200, -32768, 199, -4]"
1608810903331880024,,[],0,"[200, -32768, 199, -4]"
1608810903369370469,,[],0,"[200, -32768, 199, -4]"
1608810903387501068,,[],0,"[200, -32768, 199, -4]"
1608810903387543643,,[],0,"[200, -32768, 199, -4]"
1608810903418833329,,[],0,"[201, -17971, 199, -11]"
1608810903454944677,,[],0,"[201, -17971, 199, -11]"
1608810903455023409,,[],0,"[201, -17971, 199, -11]"
1608810903469861319,,[],0,"[201, -17971, 199, -11]"
1608810903497319303,,[],0,"[201, -17971, 199, -11]"
1608810903519303782,,[],0,"[201, -17971, 199, -11]"
1608810903536247042,,[],0,"[201, -17971, 199, -11]"
1608810903563873298,,[],0,"[201, -17971, 199, -11]"
1608810903564012614,,[],0,"[201, -17971, 199, -11]"
1608810903592655902,,[],0,"[201, -17971, 199, -11]"
1608810903625076131,,[],0,"[201, -17971, 199, -11]"
1608810903650444231,,[],0,"[201, -17971, 199, -11]"
1608810903650478085,,[],0,"[201, -17971, 199, -11]"
1608810903705061552,,[],0,"[200, -30685, 199, -6]"
1608810903705093446,,[],0,"[200, -30685, 199, -6]"
1608810903705125173,,[],0,"[200, -30685, 199, -6]"
1608810903730211624,,[],0,"[200, -30685, 199, -6]"
1608810903749036742,,[],0,"[200, -30685, 199, -6]"
1608810903783245047,,[],0,"[200, -30685, 199, -6]"
1608810903783327511,,[],0,"[200, -30685, 199, -6]"
1608810903804954516,,[],0,"[200, -30685, 199, -6]"
1608810903830964527,,[],0,"[200, -30685, 199, -6]"
1608810903845215339,,[],0,"[200, -30685, 199, -6]"
1608810903876352348,,[],0,"[200, -30685, 199, -6]"
1608810903907220720,,[],0,"[200, -30685, 199, -6]"
1608810903907240452,,[],0,"[200, -32612, 199, -6]"
1608810903925633607,,[],0,"[200, -32612, 199, -6]"
1608810903968356610,,[],0,"[200, -32612, 199, -6]"
1608810903968363257,,[],0,"[200, -32612, 199, -6]"
1608810903994003452,,[],0,"[200, -32612, 199, -6]"
1608810904030154056,,[],0,"[200, -32612, 199, -6]"
1608810904030249739,,[],0,"[200, -32612, 199, -6]"
1608810904077581300,,[],0,"[200, -32612, 199, -6]"
1608810904077598856,,[],0,"[200, -32612, 199, -6]"
1608810904103582157,,[],0,"[200, -32612, 199, -6]"
1608810904103653265,,[],0,"[200, -32612, 199, -6]"
1608810904137976232,,[],0,"[200, -32612, 199, -6]"
1608810904189957022,,[],0,"[200, -32612, 199, -6]"
1608810904189969836,,[],0,"[200, -32612, 199, -6]"
1608810904231158414,,[],0,"[200, -32612, 199, -6]"
1608810904231312744,,[],0,"[200, -32612, 199, -6]"
1608810904231510294,,[],0,"[200, 29184, 199, 6]"
1608810904247693194,,[],0,"[200, 29184, 199, 6]"
1608810904300395824,,[],0,"[200, 29184, 199, 6]"
1608810904300445782,,[],0,"[200, 29184, 199, 6]"
1608810904325807797,,[],0,"[200, 29184, 199, 6]"
1608810904348986159,,[],0,"[200, 29184, 199, 6]"
1608810904349021369,,[],0,"[200, 29184, 199, 6]"
1608810904367829098,,[],0,"[200, 29184, 199, 6]"
1608810904404229275,,[],0,"[200, 29184, 199, 6]"
1608810904430672418,,[],0,"[200, 29184, 199, 6]"
1608810904430703523,,[],0,"[200, 29184, 199, 6]"
1608810904458372125,,[],0,"[200, 29184, 199, 6]"
1608810904483910865,,[],0,"[202, -7811, 199, -25]"
1608810904483925619,,[],0,"[202, -7811, 199, -25]"
1608810904504925615,,[],0,"[202, -7811, 199, -25]"
1608810904549669235,,[],0,"[202, -7811, 199, -25]"
1608810904579964244,,[],0,"[202, -7811, 199, -25]"
1608810904580000366,,[],0,"[202, -7811, 199, -25]"
1608810904593574513,,[],0,"[202, -7811, 199, -25]"
1608810904619675139,,[],0,"[202, -7811, 199, -25]"
1608810904641294026,,[],0,"[202, -7811, 199, -25]"
1608810904661914321,,[],0,"[202, -7811, 199, -25]"
1608810904662353032,,[],0,"[202, -7811, 199, -25]"
1608810904697951929,,[],0,"[202, -7811, 199, -25]"
1608810904730816190,,[],0,"[202, -7811, 199, -25]"
1608810904730835522,,[],0,"[200, -32062, 199, -6]"
1608810904759845050,,[],0,"[200, -32062, 199, -6]"
1608810904780815316,,[],0,"[200, -32062, 199, -6]"
1608810904780877830,,[],0,"[200, -32062, 199, -6]"
1608810904808324061,,[],0,"[200, -32062, 199, -6]"
1608810904831246621,,[],0,"[200, -32062, 199, -6]"
1608810904848057706,,[],0,"[200, -32062, 199, -6]"
1608810904862229088,,[],0,"[200, -32062, 199, -6]"
1608810904909395764,,[],0,"[200, -32062, 199, -6]"
1608810904909416820,,[],0,"[200, -32062, 199, -6]"
1608810904936494937,,[],0,"[200, -32062, 199, -6]"
1608810904964036815,,[],0,"[200, -32062, 199, -6]"
1608810904997926432,,[],0,"[200, -32062, 199, -6]"
1608810904997965697,,[],0,"[200, -29197, 199, -6]"
1608810905025837812,,[],0,"[200, -29197, 199, -6]"
1608810905061255673,,[],0,"[200, -29197, 199, -6]"
1608810905061302422,,[],0,"[200, -29197, 199, -6]"
1608810905081921150,,[],0,"[200, -29197, 199, -6]"
1608810905081982842,,[],0,"[200, -29197, 199, -6]"
1608810905098027344,,[],0,"[200, -29197, 199, -6]"
1608810905121129674,,[],0,"[200, -29197, 199, -6]"
1608810905166601907,,[],0,"[200, -29197, 199, -6]"
1608810905185034012,,[],0,"[200, -29197, 199, -6]"
1608810905185113518,,[],0,"[200, -29197, 199, -6]"
1608810905209362256,,[],0,"[200, -29197, 199, -6]"
1608810905240816532,,[],0,"[200, -29197, 199, -6]"
1608810905260181043,,[],0,"[187, -1890, 177, -93]"
1608810905282192950,,[],0,"[187, -1890, 177, -93]"
1608810905301495492,,[],0,"[187, -1890, 177, -93]"
1608810905301509406,,[],0,"[187, -1890, 177, -93]"
1608810905319930581,,[],0,"[187, -1890, 177, -93]"
1608810905349179152,,[],0,"[187, -1890, 177, -93]"
1608810905387139614,,[],0,"[187, -1890, 177, -93]"
1608810905411948816,,[],0,"[187, -1890, 177, -93]"
1608810905412022223,,[],0,"[187, -1890, 177, -93]"
1608810905468145671,,[],0,"[187, -1890, 177, -93]"
1608810905468164704,,[],0,"[187, -1890, 177, -93]"
1608810905511710309,,[],0,"[187, -1890, 177, -93]"
1608810905511909816,,[],0,"[182, -943, 162, -171]"
1608810905511947506,,[],0,"[182, -943, 162, -171]"
1608810905552262966,,[],0,"[182, -943, 162, -171]"
1608810905552292271,,[],0,"[182, -943, 162, -171]"
1608810905600488781,,[],0,"[182, -943, 162, -171]"
1608810905600561352,,[],0,"[182, -943, 162, -171]"
1608810905643019563,,[],0,"[182, -943, 162, -171]"
1608810905643119029,,[],0,"[182, -943, 162, -171]"
1608810905643149248,,[],0,"[182, -943, 162, -171]"
1608810905673677566,,[],0,"[182, -943, 162, -171]"
1608810905728073756,,[],0,"[182, -943, 162, -171]"
1608810905728109379,,[],0,"[182, -943, 162, -171]"
1608810905750281368,,[],0,"[182, -943, 162, -171]"
1608810905750458423,,[],0,"[179, -475, 144, -303]"
1608810905774880542,,[],0,"[179, -475, 144, -303]"
1608810905821937492,,[],0,"[179, -475, 144, -303]"
1608810905849984357,,[],0,"[179, -475, 144, -303]"
1608810905850002060,,[],0,"[179, -475, 144, -303]"
1608810905850048648,,[],0,"[179, -475, 144, -303]"
1608810905883141089,,[],0,"[179, -475, 144, -303]"
1608810905906552842,,[],0,"[179, -475, 144, -303]"
1608810905906590076,,[],0,"[179, -475, 144, -303]"
1608810905940413348,,[],0,"[179, -475, 144, -303]"
1608810905975353766,,[],0,"[179, -475, 144, -303]"
1608810905975396517,,[],0,"[179, -475, 144, -303]"
1608810905996921609,,[],0,"[179, -475, 144, -303]"
1608810906013863089,,[],0,"[187, -325, 138, -426]"
1608810906209171339,,[],0,"[187, -325, 138, -426]"
1608810906209279630,,[],0,"[187, -325, 138, -426]"
1608810906246331134,,[],0,"[187, -325, 138, -426]"
1608810906246343016,,[],0,"[187, -325, 138, -426]"
1608810906246360701,,[],0,"[187, -325, 138, -426]"
1608810906246374705,,[],0,"[187, -325, 138, -426]"
1608810906246389953,,[],0,"[187, -325, 138, -426]"
1608810906246401945,,[],0,"[187, -325, 138, -426]"
1608810906246410489,,[],0,"[187, -325, 138, -426]"
1608810906246419277,,[],0,"[187, -325, 138, -426]"
1608810906246424550,,[],0,"[187, -325, 138, -426]"
1608810906272732160,,[],0,"[187, -325, 138, -426]"
1608810906272764489,,[],0,"[150, -230, 100, -436]"
1608810906301154818,,[],0,"[150, -230, 100, -436]"
1608810906342355283,,[],0,"[150, -230, 100, -436]"
1608810906342424474,,[],0,"[150, -230, 100, -436]"
1608810906357022653,,[],0,"[150, -230, 100, -436]"
1608810906357033286,,[],0,"[150, -230, 100, -436]"
1608810906383229773,,[],0,"[150, -230, 100, -436]"
1608810906405446495,,[],0,"[150, -230, 100, -436]"
1608810906430662677,,[],0,"[150, -230, 100, -436]"
1608810906460478657,,[],0,"[150, -230, 100, -436]"
1608810906475412002,,[],0,"[150, -230, 100, -436]"
1608810906494205195,,[],0,"[150, -230, 100, -436]"
1608810906512024579,,[],0,"[150, -230, 100, -436]"
1608810906537697843,,[],0,"[143, -203, 91, -449]"
1608810906566167584,,[],0,"[143, -203, 91, -449]"
1608810906566420309,,[],0,"[143, -203, 91, -449]"
1608810906580549588,,[],0,"[143, -203, 91, -449]"
1608810906602639697,,[],0,"[143, -203, 91, -449]"
1608810906618716974,,[],0,"[143, -203, 91, -449]"
1608810906643320255,,[],0,"[143, -203, 91, -449]"
1608810906665984552,,[],0,"[143, -203, 91, -449]"
1608810906688974584,,[],0,"[143, -203, 91, -449]"
1608810906720699113,,[],0,"[143, -203, 91, -449]"
1608810906747053514,,[],0,"[143, -203, 91, -449]"
1608810906747059163,,[],0,"[143, -203, 91, -449]"
1608810906770607489,,[],0,"[143, -203, 91, -449]"
1608810906785646183,,[],0,"[147, -225, 98, -434]"
1608810906809105553,,[],0,"[147, -225, 98, -434]"
1608810906874699165,,[],0,"[147, -225, 98, -434]"
1608810906896314280,,[],0,"[147, -225, 98, -434]"
1608810906896324392,,[],0,"[147, -225, 98, -434]"
1608810906896478427,,[],0,"[147, -225, 98, -434]"
1608810906920757370,,[],0,"[147, -225, 98, -434]"
1608810906933510223,,[],0,"[147, -225, 98, -434]"
1608810906954208622,,[],0,"[147, -225, 98, -434]"
1608810906970463038,,[],0,"[147, -225, 98, -434]"
1608810906989460948,,[],0,"[147, -225, 98, -434]"
1608810907009638251,,[],0,"[147, -225, 98, -434]"
1608810907029372102,,[],0,"[147, -225, 98, -434]"
1608810907052140813,,[],0,"[151, -254, 104, -409]"
1608810907074330062,,[],0,"[151, -254, 104, -409]"
1608810907104818437,,[],0,"[151, -254, 104, -409]"
1608810907135042164,,[],0,"[151, -254, 104, -409]"
1608810907135083730,,[],0,"[151, -254, 104, -409]"
1608810907156537529,,[],0,"[151, -254, 104, -409]"
1608810907177223447,,[],0,"[151, -254, 104, -409]"
