rosbagTimestamp,groups,-,name,type,parameters,-,name,type,level,description,edit_method,-,name,type,level,description,edit_method,parent,id,max,bools,ints,strs,-,name,value,-,name,value,doubles,groups,-,name,state,id,parent,min,bools,ints,strs,-,name,value,-,name,value,doubles,groups,-,name,state,id,parent,dflt,bools,ints,strs,-,name,value,-,name,value,doubles,groups,-,name,state,id,parent
1608810897468035043,,"""Default""",'',,"""yaml_cfg_file""","""str""",0,"""Pathname to a yaml file for re-configuration of the mux""",'',"""yaml_cfg_data""","""str""",0,"""Yaml-formatted string for re-configuration of the mux""",'',0,0,,[],[],,"""yaml_cfg_file""",'',"""yaml_cfg_data""",'',[],,"""Default""",True,0,0,,[],[],,"""yaml_cfg_file""",'',"""yaml_cfg_data""",'',[],,"""Default""",True,0,0,,[],[],,"""yaml_cfg_file""",'',"""yaml_cfg_data""",'',[],,"""Default""",True,0,0
