rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,data
1608810897552700988,,0,,1608810897,529419775,"""dock_ir_link""","[0, 0, 0]"
1608810897552721490,,1,,1608810897,549037232,"""dock_ir_link""","[0, 0, 0]"
1608810897574181024,,2,,1608810897,568986026,"""dock_ir_link""","[0, 0, 0]"
1608810897592625264,,3,,1608810897,590067668,"""dock_ir_link""","[0, 0, 0]"
1608810897645571631,,4,,1608810897,609959586,"""dock_ir_link""","[0, 0, 0]"
1608810897645665149,,5,,1608810897,629726670,"""dock_ir_link""","[0, 0, 0]"
1608810897645677465,,6,,1608810897,649900050,"""dock_ir_link""","[0, 0, 0]"
1608810897668053269,,7,,1608810897,676017089,"""dock_ir_link""","[0, 0, 0]"
1608810897694941151,,8,,1608810897,689412634,"""dock_ir_link""","[0, 0, 0]"
1608810897694949919,,9,,1608810897,709385053,"""dock_ir_link""","[0, 0, 0]"
1608810897719750612,,10,,1608810897,729390140,"""dock_ir_link""","[0, 0, 0]"
1608810897749362539,,11,,1608810897,750551991,"""dock_ir_link""","[0, 0, 0]"
1608810897787134324,,12,,1608810897,770980291,"""dock_ir_link""","[0, 0, 0]"
1608810897815798369,,13,,1608810897,791482675,"""dock_ir_link""","[0, 0, 0]"
1608810897815839197,,14,,1608810897,810379123,"""dock_ir_link""","[0, 0, 0]"
1608810897840106353,,15,,1608810897,831706351,"""dock_ir_link""","[0, 0, 0]"
1608810897857988870,,16,,1608810897,852867911,"""dock_ir_link""","[0, 0, 0]"
1608810897858017943,,17,,1608810897,869545913,"""dock_ir_link""","[0, 0, 0]"
1608810897882609367,,18,,1608810897,889224913,"""dock_ir_link""","[0, 0, 0]"
1608810897903267935,,19,,1608810897,909185665,"""dock_ir_link""","[0, 0, 0]"
1608810897920052622,,20,,1608810897,929292545,"""dock_ir_link""","[0, 0, 0]"
1608810897935876522,,21,,1608810897,949354507,"""dock_ir_link""","[0, 0, 0]"
1608810897963244106,,22,,1608810897,969218133,"""dock_ir_link""","[0, 0, 0]"
1608810897997284835,,23,,1608810897,990280525,"""dock_ir_link""","[0, 0, 0]"
1608810898034457299,,24,,1608810898,9509185,"""dock_ir_link""","[0, 0, 0]"
1608810898034515285,,25,,1608810898,29404312,"""dock_ir_link""","[0, 0, 0]"
1608810898059517931,,26,,1608810898,51346966,"""dock_ir_link""","[0, 0, 0]"
1608810898059732185,,27,,1608810898,70372624,"""dock_ir_link""","[0, 0, 0]"
1608810898075900055,,28,,1608810898,90241209,"""dock_ir_link""","[0, 0, 0]"
1608810898095404011,,29,,1608810898,110111837,"""dock_ir_link""","[0, 0, 0]"
1608810898120952171,,30,,1608810898,130113424,"""dock_ir_link""","[0, 0, 0]"
1608810898142072073,,31,,1608810898,151386694,"""dock_ir_link""","[0, 0, 0]"
1608810898162562176,,32,,1608810898,170515603,"""dock_ir_link""","[0, 0, 0]"
1608810898189387957,,33,,1608810898,191199699,"""dock_ir_link""","[0, 0, 0]"
1608810898212158465,,34,,1608810898,210022063,"""dock_ir_link""","[0, 0, 0]"
1608810898236631653,,35,,1608810898,232095676,"""dock_ir_link""","[0, 0, 0]"
1608810898236717592,,36,,1608810898,250109530,"""dock_ir_link""","[0, 0, 0]"
1608810898281589245,,37,,1608810898,270383829,"""dock_ir_link""","[0, 0, 0]"
1608810898306159697,,38,,1608810898,290024328,"""dock_ir_link""","[0, 0, 0]"
1608810898306179953,,39,,1608810898,309994707,"""dock_ir_link""","[0, 0, 0]"
1608810898331471463,,40,,1608810898,330017878,"""dock_ir_link""","[0, 0, 0]"
1608810898355697938,,41,,1608810898,350508596,"""dock_ir_link""","[0, 0, 0]"
1608810898387556090,,42,,1608810898,370135095,"""dock_ir_link""","[0, 0, 0]"
1608810898387619443,,43,,1608810898,391028902,"""dock_ir_link""","[0, 0, 0]"
1608810898415529089,,44,,1608810898,410251438,"""dock_ir_link""","[0, 0, 0]"
1608810898459479383,,45,,1608810898,430415485,"""dock_ir_link""","[0, 0, 0]"
1608810898459499151,,46,,1608810898,450783994,"""dock_ir_link""","[0, 0, 0]"
1608810898482226073,,47,,1608810898,470110364,"""dock_ir_link""","[0, 0, 0]"
1608810898482279850,,48,,1608810898,490025033,"""dock_ir_link""","[0, 0, 0]"
1608810898500563220,,49,,1608810898,509865035,"""dock_ir_link""","[0, 0, 0]"
1608810898526775572,,50,,1608810898,529819080,"""dock_ir_link""","[0, 0, 0]"
1608810898544755772,,51,,1608810898,549768167,"""dock_ir_link""","[0, 0, 0]"
1608810898579161079,,52,,1608810898,572353078,"""dock_ir_link""","[0, 0, 0]"
